Country,Amount (USD),Transaction Type,Date of Transaction,Person Involved,Industry,Destination Country,Reported by Authority,Source of Money,Money Laundering Risk Score,Shell Companies Involved,Financial Institution,Tax Haven Country,Shell_Cat
Switzerland,96673.0,Cash Withdrawal,2023-06-14 19:00:00,Person_5864,Casinos,Switzerland,False,Legal,3,7,Bank_414,Bahamas,3 or more
Brazil,1804104.0,Property Purchase,2023-06-14 20:00:00,Person_6424,Arms Trade,Brazil,False,Illegal,10,3,Bank_251,Cayman Islands,3 or more
USA,1123727.0,Cash Withdrawal,2023-06-14 21:00:00,Person_6878,Casinos,India,False,Illegal,8,9,Bank_74,Panama,3 or more
South Africa,4083952.0,Cryptocurrency,2023-06-14 22:00:00,Person_7107,Oil & Gas,USA,True,Legal,5,9,Bank_322,Bahamas,3 or more
UAE,3901041.0,Cryptocurrency,2023-06-14 23:00:00,Person_2204,Arms Trade,South Africa,False,Illegal,2,7,Bank_51,Panama,3 or more
UK,4416193.0,Cash Withdrawal,2023-06-15 00:00:00,Person_6249,Oil & Gas,Russia,False,Legal,4,4,Bank_190,Panama,3 or more
UAE,1355188.0,Cryptocurrency,2023-06-15 01:00:00,Person_5854,Finance,Singapore,True,Illegal,9,6,Bank_224,Panama,3 or more
UK,504591.0,Stocks Transfer,2023-06-15 02:00:00,Person_5639,Oil & Gas,China,True,Illegal,7,5,Bank_493,Singapore,3 or more
South Africa,3485077.0,Cryptocurrency,2023-06-15 03:00:00,Person_3555,Construction,Brazil,False,Legal,10,5,Bank_230,Switzerland,3 or more
Brazil,3866051.0,Stocks Transfer,2023-06-15 04:00:00,Person_989,Casinos,Singapore,False,Legal,9,7,Bank_414,Singapore,3 or more
South Africa,4480776.0,Property Purchase,2023-06-15 05:00:00,Person_1534,Oil & Gas,Singapore,False,Illegal,3,4,Bank_363,Singapore,3 or more
UK,2789129.0,Property Purchase,2023-06-15 06:00:00,Person_6076,Casinos,India,True,Illegal,1,3,Bank_287,Luxembourg,3 or more
Russia,1429922.0,Cash Withdrawal,2023-06-15 07:00:00,Person_5253,Luxury Goods,UK,False,Illegal,2,9,Bank_250,Switzerland,3 or more
China,1746909.0,Property Purchase,2023-06-15 08:00:00,Person_1796,Construction,South Africa,False,Legal,10,4,Bank_120,Bahamas,3 or more
Russia,162147.0,Cryptocurrency,2023-06-15 09:00:00,Person_9734,Casinos,UK,False,Illegal,8,1,Bank_222,Singapore,Less than 3
Russia,3218082.0,Offshore Transfer,2023-06-15 10:00:00,Person_6135,Real Estate,UK,False,Illegal,10,0,Bank_430,Cayman Islands,Less than 3
USA,588180.0,Property Purchase,2023-06-15 11:00:00,Person_932,Casinos,UAE,True,Illegal,3,5,Bank_69,Switzerland,3 or more
China,4938930.0,Stocks Transfer,2023-06-15 12:00:00,Person_601,Casinos,Brazil,False,Illegal,9,5,Bank_120,Panama,3 or more
UAE,472019.0,Property Purchase,2023-06-15 13:00:00,Person_8152,Casinos,Switzerland,True,Legal,1,2,Bank_141,Luxembourg,Less than 3
Brazil,808657.0,Cash Withdrawal,2023-06-15 14:00:00,Person_5771,Construction,Brazil,False,Illegal,10,4,Bank_353,Panama,3 or more
UAE,1501628.0,Cryptocurrency,2023-06-15 15:00:00,Person_6185,Casinos,India,False,Illegal,3,1,Bank_488,Switzerland,Less than 3
Switzerland,2614472.0,Stocks Transfer,2023-06-15 16:00:00,Person_8189,Finance,China,False,Legal,10,3,Bank_211,Cayman Islands,3 or more
Brazil,1495796.0,Stocks Transfer,2023-06-15 17:00:00,Person_9433,Casinos,India,False,Illegal,9,3,Bank_72,Cayman Islands,3 or more
Singapore,116375.0,Property Purchase,2023-06-15 18:00:00,Person_392,Finance,Russia,True,Illegal,1,4,Bank_313,Switzerland,3 or more
USA,3602036.0,Cryptocurrency,2023-06-15 19:00:00,Person_4647,Arms Trade,South Africa,True,Legal,6,9,Bank_98,Panama,3 or more
UAE,277132.0,Cryptocurrency,2023-06-15 20:00:00,Person_9031,Real Estate,Brazil,False,Illegal,2,1,Bank_368,Luxembourg,Less than 3
Singapore,1740050.0,Property Purchase,2023-06-15 21:00:00,Person_2893,Arms Trade,UAE,False,Illegal,1,6,Bank_286,Luxembourg,3 or more
Singapore,4650574.0,Offshore Transfer,2023-06-15 22:00:00,Person_6633,Luxury Goods,UAE,False,Illegal,2,4,Bank_72,Bahamas,3 or more
India,1637442.0,Offshore Transfer,2023-06-15 23:00:00,Person_3945,Construction,India,False,Legal,3,0,Bank_265,Bahamas,Less than 3
Brazil,2677736.0,Property Purchase,2023-06-16 00:00:00,Person_2070,Finance,Brazil,False,Illegal,10,6,Bank_50,Panama,3 or more
Singapore,2462983.0,Cash Withdrawal,2023-06-16 01:00:00,Person_8503,Construction,India,False,Illegal,9,3,Bank_247,Cayman Islands,3 or more
South Africa,2059636.0,Offshore Transfer,2023-06-16 02:00:00,Person_1409,Casinos,China,False,Legal,6,9,Bank_129,Luxembourg,3 or more
USA,613721.0,Offshore Transfer,2023-06-16 03:00:00,Person_8355,Real Estate,UK,True,Illegal,7,8,Bank_326,Switzerland,3 or more
USA,2188814.0,Cash Withdrawal,2023-06-16 04:00:00,Person_1207,Arms Trade,Brazil,False,Illegal,2,2,Bank_3,Switzerland,Less than 3
Russia,2318140.0,Offshore Transfer,2023-06-16 05:00:00,Person_5866,Arms Trade,Russia,False,Illegal,2,7,Bank_147,Panama,3 or more
USA,936364.0,Stocks Transfer,2023-06-16 06:00:00,Person_7056,Construction,Russia,False,Illegal,4,9,Bank_58,Luxembourg,3 or more
USA,4000481.0,Stocks Transfer,2023-06-16 07:00:00,Person_9145,Finance,Brazil,False,Legal,4,7,Bank_400,Bahamas,3 or more
Brazil,3820397.0,Stocks Transfer,2023-06-16 08:00:00,Person_7482,Luxury Goods,China,False,Illegal,2,5,Bank_408,Cayman Islands,3 or more
UK,236468.0,Cash Withdrawal,2023-06-16 09:00:00,Person_8931,Casinos,Switzerland,False,Legal,5,2,Bank_258,Panama,Less than 3
Switzerland,4170312.0,Property Purchase,2023-06-16 10:00:00,Person_2410,Arms Trade,USA,False,Illegal,6,9,Bank_165,Singapore,3 or more
China,4221738.0,Property Purchase,2023-06-16 11:00:00,Person_7718,Oil & Gas,Singapore,False,Illegal,6,7,Bank_124,Cayman Islands,3 or more
Singapore,3811111.0,Cryptocurrency,2023-06-16 12:00:00,Person_7166,Construction,India,True,Illegal,5,4,Bank_389,Cayman Islands,3 or more
Russia,1314160.0,Offshore Transfer,2023-06-16 13:00:00,Person_8718,Arms Trade,South Africa,False,Illegal,6,1,Bank_358,Singapore,Less than 3
South Africa,4073786.0,Stocks Transfer,2023-06-16 14:00:00,Person_4455,Finance,USA,False,Illegal,5,6,Bank_309,Panama,3 or more
UAE,4493929.0,Cash Withdrawal,2023-06-16 15:00:00,Person_6325,Luxury Goods,UAE,False,Legal,5,8,Bank_386,Panama,3 or more
South Africa,991852.0,Offshore Transfer,2023-06-16 16:00:00,Person_7924,Arms Trade,South Africa,True,Illegal,7,0,Bank_223,Singapore,Less than 3
UAE,1958933.0,Stocks Transfer,2023-06-16 17:00:00,Person_5661,Oil & Gas,Russia,False,Illegal,10,9,Bank_442,Panama,3 or more
Brazil,2670220.0,Stocks Transfer,2023-06-16 18:00:00,Person_8174,Construction,USA,False,Illegal,3,4,Bank_499,Bahamas,3 or more
Russia,4988902.0,Property Purchase,2023-06-16 19:00:00,Person_7965,Luxury Goods,India,False,Illegal,1,5,Bank_449,Bahamas,3 or more
Switzerland,2921843.0,Stocks Transfer,2023-06-16 20:00:00,Person_7683,Oil & Gas,Brazil,False,Illegal,10,4,Bank_299,Cayman Islands,3 or more
USA,2379059.0,Offshore Transfer,2023-06-16 21:00:00,Person_3169,Real Estate,India,False,Illegal,8,6,Bank_452,Bahamas,3 or more
South Africa,4841480.0,Offshore Transfer,2023-06-16 22:00:00,Person_776,Oil & Gas,Brazil,False,Illegal,3,0,Bank_258,Luxembourg,Less than 3
Brazil,1126593.0,Offshore Transfer,2023-06-16 23:00:00,Person_7263,Casinos,UAE,True,Illegal,9,8,Bank_220,Panama,3 or more
South Africa,3587114.0,Offshore Transfer,2023-06-17 00:00:00,Person_1550,Finance,Switzerland,False,Illegal,9,8,Bank_109,Panama,3 or more
India,1652296.0,Property Purchase,2023-06-17 01:00:00,Person_9548,Finance,USA,False,Illegal,10,2,Bank_260,Switzerland,Less than 3
Switzerland,517070.0,Offshore Transfer,2023-06-17 02:00:00,Person_6147,Casinos,Russia,False,Illegal,5,1,Bank_396,Panama,Less than 3
UK,2160300.0,Stocks Transfer,2023-06-17 03:00:00,Person_5197,Construction,UAE,False,Illegal,3,9,Bank_376,Luxembourg,3 or more
UAE,2468257.0,Offshore Transfer,2023-06-17 04:00:00,Person_1485,Finance,Singapore,True,Illegal,10,4,Bank_368,Switzerland,3 or more
Singapore,2600608.0,Cash Withdrawal,2023-06-17 05:00:00,Person_9995,Luxury Goods,China,False,Illegal,8,0,Bank_29,Singapore,Less than 3
UK,467628.0,Cash Withdrawal,2023-06-17 06:00:00,Person_185,Real Estate,China,False,Illegal,2,9,Bank_161,Luxembourg,3 or more
India,2439396.0,Cash Withdrawal,2023-06-17 07:00:00,Person_122,Real Estate,South Africa,False,Illegal,9,1,Bank_193,Bahamas,Less than 3
China,47231.0,Cryptocurrency,2023-06-17 08:00:00,Person_685,Finance,Russia,True,Legal,10,0,Bank_27,Luxembourg,Less than 3
UAE,1422342.0,Property Purchase,2023-06-17 09:00:00,Person_1962,Oil & Gas,UK,False,Illegal,6,9,Bank_477,Singapore,3 or more
Switzerland,397775.0,Offshore Transfer,2023-06-17 10:00:00,Person_5806,Finance,China,False,Illegal,6,9,Bank_64,Switzerland,3 or more
South Africa,1806663.0,Property Purchase,2023-06-17 11:00:00,Person_2091,Oil & Gas,Russia,True,Legal,5,6,Bank_441,Panama,3 or more
India,4796563.0,Property Purchase,2023-06-17 12:00:00,Person_4438,Construction,UK,False,Legal,3,7,Bank_51,Luxembourg,3 or more
Switzerland,2704606.0,Offshore Transfer,2023-06-17 13:00:00,Person_1569,Casinos,Brazil,False,Illegal,10,6,Bank_482,Panama,3 or more
Russia,1299966.0,Cash Withdrawal,2023-06-17 14:00:00,Person_2997,Oil & Gas,Singapore,False,Legal,7,0,Bank_495,Switzerland,Less than 3
Brazil,738189.0,Stocks Transfer,2023-06-17 15:00:00,Person_7201,Real Estate,UK,False,Illegal,8,5,Bank_433,Switzerland,3 or more
Brazil,3681583.0,Cash Withdrawal,2023-06-17 16:00:00,Person_7570,Arms Trade,Switzerland,True,Legal,2,8,Bank_169,Luxembourg,3 or more
South Africa,1820040.0,Stocks Transfer,2023-06-17 17:00:00,Person_5811,Construction,UAE,True,Legal,3,3,Bank_271,Bahamas,3 or more
Singapore,3424829.0,Stocks Transfer,2023-06-17 18:00:00,Person_974,Real Estate,USA,True,Legal,3,3,Bank_425,Panama,3 or more
Brazil,4093100.0,Property Purchase,2023-06-17 19:00:00,Person_8416,Real Estate,Switzerland,False,Legal,4,0,Bank_455,Cayman Islands,Less than 3
Brazil,730769.0,Offshore Transfer,2023-06-17 20:00:00,Person_650,Arms Trade,China,False,Illegal,9,6,Bank_472,Switzerland,3 or more
Singapore,2847541.0,Property Purchase,2023-06-17 21:00:00,Person_1454,Construction,Russia,False,Illegal,5,6,Bank_73,Switzerland,3 or more
USA,1881831.0,Cash Withdrawal,2023-06-17 22:00:00,Person_5844,Real Estate,Singapore,False,Legal,3,2,Bank_284,Singapore,Less than 3
USA,521884.0,Cryptocurrency,2023-06-17 23:00:00,Person_8414,Real Estate,Russia,False,Illegal,4,9,Bank_99,Cayman Islands,3 or more
Singapore,4149681.0,Property Purchase,2023-06-18 00:00:00,Person_4879,Luxury Goods,Brazil,False,Illegal,9,3,Bank_96,Luxembourg,3 or more
Switzerland,4489924.0,Property Purchase,2023-06-18 01:00:00,Person_9953,Casinos,China,True,Illegal,9,0,Bank_6,Panama,Less than 3
Switzerland,4356134.0,Cash Withdrawal,2023-06-18 02:00:00,Person_4629,Real Estate,India,False,Illegal,7,7,Bank_392,Bahamas,3 or more
USA,1346034.0,Cryptocurrency,2023-06-18 03:00:00,Person_1903,Arms Trade,Brazil,True,Legal,9,2,Bank_194,Cayman Islands,Less than 3
USA,512861.0,Stocks Transfer,2023-06-18 04:00:00,Person_3929,Arms Trade,USA,False,Legal,2,8,Bank_332,Singapore,3 or more
UAE,4776507.0,Cash Withdrawal,2023-06-18 05:00:00,Person_9853,Finance,India,False,Legal,6,0,Bank_264,Cayman Islands,Less than 3
UK,3866267.0,Offshore Transfer,2023-06-18 06:00:00,Person_5504,Construction,Russia,True,Legal,7,3,Bank_211,Singapore,3 or more
UK,1204782.0,Cryptocurrency,2023-06-18 07:00:00,Person_2945,Real Estate,China,False,Legal,8,9,Bank_271,Cayman Islands,3 or more
India,4152715.0,Property Purchase,2023-06-18 08:00:00,Person_8756,Construction,USA,True,Illegal,9,0,Bank_146,Singapore,Less than 3
India,12885.0,Stocks Transfer,2023-06-18 09:00:00,Person_3355,Real Estate,Brazil,False,Illegal,1,8,Bank_75,Cayman Islands,3 or more
Switzerland,3415898.0,Stocks Transfer,2023-06-18 10:00:00,Person_1276,Real Estate,USA,False,Illegal,10,6,Bank_24,Singapore,3 or more
Switzerland,954842.0,Property Purchase,2023-06-18 11:00:00,Person_8095,Luxury Goods,Russia,False,Legal,7,8,Bank_497,Switzerland,3 or more
China,3424008.0,Stocks Transfer,2023-06-18 12:00:00,Person_190,Finance,UK,False,Illegal,2,1,Bank_347,Cayman Islands,Less than 3
USA,1804135.0,Cash Withdrawal,2023-06-18 13:00:00,Person_2095,Luxury Goods,UAE,False,Illegal,2,6,Bank_428,Singapore,3 or more
Russia,4851952.0,Stocks Transfer,2023-06-18 14:00:00,Person_8061,Arms Trade,Russia,False,Illegal,1,0,Bank_100,Panama,Less than 3
Switzerland,879383.0,Cryptocurrency,2023-06-18 15:00:00,Person_9616,Construction,China,False,Illegal,8,8,Bank_128,Bahamas,3 or more
China,1093106.0,Property Purchase,2023-06-18 16:00:00,Person_1160,Casinos,Singapore,False,Illegal,7,7,Bank_309,Cayman Islands,3 or more
China,4678094.0,Property Purchase,2023-06-18 17:00:00,Person_4177,Casinos,Russia,False,Illegal,2,7,Bank_434,Luxembourg,3 or more
Switzerland,4551839.0,Property Purchase,2023-06-18 18:00:00,Person_8383,Oil & Gas,China,False,Illegal,7,0,Bank_169,Panama,Less than 3
Russia,4916845.0,Cryptocurrency,2023-06-18 19:00:00,Person_292,Luxury Goods,South Africa,False,Illegal,1,0,Bank_73,Singapore,Less than 3
UK,3404406.0,Cash Withdrawal,2023-06-18 20:00:00,Person_6183,Arms Trade,Switzerland,False,Illegal,7,8,Bank_164,Bahamas,3 or more
Brazil,907233.0,Property Purchase,2023-06-18 21:00:00,Person_2266,Casinos,Switzerland,False,Illegal,3,2,Bank_125,Cayman Islands,Less than 3
Brazil,3969759.0,Cryptocurrency,2023-06-18 22:00:00,Person_958,Finance,USA,True,Illegal,8,0,Bank_75,Cayman Islands,Less than 3
USA,4993882.0,Cryptocurrency,2023-06-18 23:00:00,Person_1968,Oil & Gas,Brazil,True,Illegal,9,7,Bank_253,Bahamas,3 or more
UAE,381211.0,Stocks Transfer,2023-06-19 00:00:00,Person_2956,Luxury Goods,South Africa,False,Legal,3,6,Bank_370,Panama,3 or more
Singapore,3667728.0,Offshore Transfer,2023-06-19 01:00:00,Person_4705,Arms Trade,China,False,Illegal,5,7,Bank_92,Cayman Islands,3 or more
Singapore,151361.0,Stocks Transfer,2023-06-19 02:00:00,Person_4965,Finance,Russia,False,Legal,1,5,Bank_152,Bahamas,3 or more
USA,4123132.0,Property Purchase,2023-06-19 03:00:00,Person_8776,Real Estate,Singapore,True,Legal,8,2,Bank_460,Cayman Islands,Less than 3
USA,975005.0,Offshore Transfer,2023-06-19 04:00:00,Person_5890,Arms Trade,India,False,Illegal,8,7,Bank_196,Switzerland,3 or more
UAE,433736.0,Offshore Transfer,2023-06-19 05:00:00,Person_5557,Finance,Russia,True,Illegal,3,5,Bank_453,Singapore,3 or more
UAE,3121119.0,Offshore Transfer,2023-06-19 06:00:00,Person_4345,Finance,China,False,Illegal,1,0,Bank_88,Singapore,Less than 3
Singapore,76410.0,Cryptocurrency,2023-06-19 07:00:00,Person_8154,Construction,Switzerland,False,Legal,1,4,Bank_399,Luxembourg,3 or more
Russia,3055141.0,Cash Withdrawal,2023-06-19 08:00:00,Person_8144,Casinos,USA,False,Illegal,4,8,Bank_361,Bahamas,3 or more
Russia,1491592.0,Offshore Transfer,2023-06-19 09:00:00,Person_4258,Luxury Goods,Singapore,False,Illegal,4,6,Bank_18,Switzerland,3 or more
Russia,2890316.0,Offshore Transfer,2023-06-19 10:00:00,Person_183,Luxury Goods,UK,False,Illegal,6,5,Bank_236,Cayman Islands,3 or more
India,408601.0,Cash Withdrawal,2023-06-19 11:00:00,Person_3026,Casinos,UK,False,Illegal,5,3,Bank_499,Luxembourg,3 or more
China,3328087.0,Cryptocurrency,2023-06-19 12:00:00,Person_1018,Arms Trade,Singapore,False,Illegal,8,9,Bank_414,Luxembourg,3 or more
India,4102765.0,Property Purchase,2023-06-19 13:00:00,Person_1532,Casinos,India,False,Illegal,5,5,Bank_325,Panama,3 or more
Brazil,2158480.0,Stocks Transfer,2023-06-19 14:00:00,Person_6167,Real Estate,Brazil,False,Illegal,9,2,Bank_1,Panama,Less than 3
Singapore,119301.0,Cash Withdrawal,2023-06-19 15:00:00,Person_8277,Construction,UAE,False,Illegal,10,6,Bank_18,Singapore,3 or more
Brazil,2487772.0,Cryptocurrency,2023-06-19 16:00:00,Person_6525,Luxury Goods,USA,False,Illegal,8,4,Bank_287,Luxembourg,3 or more
China,2848226.0,Offshore Transfer,2023-06-19 17:00:00,Person_4901,Oil & Gas,USA,False,Illegal,6,8,Bank_495,Panama,3 or more
USA,1841078.0,Cash Withdrawal,2023-06-19 18:00:00,Person_7569,Construction,UK,False,Illegal,8,7,Bank_259,Bahamas,3 or more
UAE,1134464.0,Offshore Transfer,2023-06-19 19:00:00,Person_1811,Finance,South Africa,False,Illegal,8,1,Bank_272,Singapore,Less than 3
UAE,1752719.0,Cryptocurrency,2023-06-19 20:00:00,Person_7112,Construction,UAE,False,Illegal,3,0,Bank_384,Cayman Islands,Less than 3
UK,1072101.0,Stocks Transfer,2023-06-19 21:00:00,Person_9573,Real Estate,Singapore,False,Illegal,4,8,Bank_477,Switzerland,3 or more
UK,4609366.0,Stocks Transfer,2023-06-19 22:00:00,Person_815,Construction,India,False,Illegal,1,5,Bank_173,Bahamas,3 or more
Switzerland,1425640.0,Property Purchase,2023-06-19 23:00:00,Person_9470,Arms Trade,Switzerland,False,Legal,9,1,Bank_419,Switzerland,Less than 3
South Africa,4079571.0,Cash Withdrawal,2023-06-20 00:00:00,Person_4618,Construction,Russia,False,Illegal,8,3,Bank_19,Cayman Islands,3 or more
UK,1211905.0,Property Purchase,2023-06-20 01:00:00,Person_1333,Arms Trade,UK,True,Illegal,7,3,Bank_371,Luxembourg,3 or more
South Africa,1602568.0,Cash Withdrawal,2023-06-20 02:00:00,Person_276,Real Estate,Brazil,False,Illegal,5,4,Bank_390,Switzerland,3 or more
Brazil,1828390.0,Property Purchase,2023-06-20 03:00:00,Person_5490,Oil & Gas,UAE,False,Illegal,6,3,Bank_456,Panama,3 or more
UAE,3570469.0,Cash Withdrawal,2023-06-20 04:00:00,Person_4607,Arms Trade,Switzerland,False,Legal,2,8,Bank_209,Bahamas,3 or more
South Africa,4987598.0,Offshore Transfer,2023-06-20 05:00:00,Person_4490,Arms Trade,China,True,Legal,10,9,Bank_438,Switzerland,3 or more
Switzerland,4377468.0,Cryptocurrency,2023-06-20 06:00:00,Person_7212,Finance,UAE,False,Illegal,4,6,Bank_492,Cayman Islands,3 or more
Brazil,1217342.0,Offshore Transfer,2023-06-20 07:00:00,Person_7632,Luxury Goods,India,False,Illegal,4,4,Bank_108,Cayman Islands,3 or more
India,493031.0,Cryptocurrency,2023-06-20 08:00:00,Person_1232,Oil & Gas,Singapore,True,Illegal,5,5,Bank_116,Panama,3 or more
Singapore,2041657.0,Stocks Transfer,2023-06-20 09:00:00,Person_9711,Finance,Russia,False,Illegal,8,7,Bank_134,Luxembourg,3 or more
India,4693924.0,Stocks Transfer,2023-06-20 10:00:00,Person_2973,Finance,Singapore,False,Illegal,3,1,Bank_139,Cayman Islands,Less than 3
UK,1232703.0,Property Purchase,2023-06-20 11:00:00,Person_5704,Real Estate,Brazil,False,Legal,4,7,Bank_65,Panama,3 or more
Switzerland,3270954.0,Property Purchase,2023-06-20 12:00:00,Person_3732,Arms Trade,Russia,True,Legal,9,1,Bank_143,Panama,Less than 3
Brazil,3875448.0,Cash Withdrawal,2023-06-20 13:00:00,Person_415,Luxury Goods,Russia,True,Illegal,2,5,Bank_193,Luxembourg,3 or more
UAE,1616323.0,Cash Withdrawal,2023-06-20 14:00:00,Person_6150,Luxury Goods,UK,False,Legal,6,2,Bank_208,Bahamas,Less than 3
South Africa,2115582.0,Cryptocurrency,2023-06-20 15:00:00,Person_5790,Oil & Gas,China,False,Illegal,4,9,Bank_289,Singapore,3 or more
India,2806635.0,Cryptocurrency,2023-06-20 16:00:00,Person_660,Arms Trade,UAE,False,Illegal,1,2,Bank_180,Bahamas,Less than 3
China,880391.0,Cryptocurrency,2023-06-20 17:00:00,Person_4766,Finance,USA,False,Illegal,2,5,Bank_211,Cayman Islands,3 or more
South Africa,3470084.0,Offshore Transfer,2023-06-20 18:00:00,Person_3431,Luxury Goods,USA,True,Illegal,7,4,Bank_302,Luxembourg,3 or more
UAE,680754.0,Cryptocurrency,2023-06-20 19:00:00,Person_1544,Arms Trade,Switzerland,False,Legal,2,8,Bank_141,Bahamas,3 or more
Switzerland,3801379.0,Cryptocurrency,2023-06-20 20:00:00,Person_4885,Casinos,UK,False,Illegal,10,7,Bank_347,Switzerland,3 or more
Switzerland,1432376.0,Offshore Transfer,2023-06-20 21:00:00,Person_2854,Arms Trade,UAE,False,Illegal,1,0,Bank_283,Bahamas,Less than 3
UAE,2172378.0,Property Purchase,2023-06-20 22:00:00,Person_8019,Arms Trade,Brazil,False,Legal,5,8,Bank_319,Panama,3 or more
China,2121763.0,Stocks Transfer,2023-06-20 23:00:00,Person_639,Casinos,Switzerland,False,Legal,8,3,Bank_25,Cayman Islands,3 or more
USA,1975059.0,Cryptocurrency,2023-06-21 00:00:00,Person_6328,Casinos,China,False,Illegal,2,3,Bank_134,Luxembourg,3 or more
Brazil,2168651.0,Cash Withdrawal,2023-06-21 01:00:00,Person_7744,Casinos,South Africa,False,Illegal,1,9,Bank_420,Cayman Islands,3 or more
India,3609130.0,Offshore Transfer,2023-06-21 02:00:00,Person_2702,Finance,UK,False,Legal,6,1,Bank_283,Switzerland,Less than 3
Switzerland,875778.0,Cash Withdrawal,2023-06-21 03:00:00,Person_8389,Luxury Goods,UAE,False,Illegal,6,7,Bank_130,Luxembourg,3 or more
Singapore,1025456.0,Cryptocurrency,2023-06-21 04:00:00,Person_5113,Arms Trade,UK,False,Legal,4,3,Bank_240,Cayman Islands,3 or more
Brazil,280719.0,Stocks Transfer,2023-06-21 05:00:00,Person_5995,Finance,Singapore,False,Legal,4,9,Bank_253,Singapore,3 or more
Brazil,499028.0,Property Purchase,2023-06-21 06:00:00,Person_5967,Casinos,Singapore,False,Illegal,1,5,Bank_319,Luxembourg,3 or more
Singapore,3708040.0,Offshore Transfer,2023-06-21 07:00:00,Person_2018,Casinos,Singapore,False,Illegal,6,7,Bank_319,Panama,3 or more
South Africa,519094.0,Property Purchase,2023-06-21 08:00:00,Person_9523,Finance,Russia,False,Illegal,7,8,Bank_104,Switzerland,3 or more
Russia,627430.0,Property Purchase,2023-06-21 09:00:00,Person_3821,Luxury Goods,India,True,Illegal,5,2,Bank_116,Bahamas,Less than 3
Singapore,4130351.0,Stocks Transfer,2023-06-21 10:00:00,Person_3464,Oil & Gas,UAE,True,Illegal,1,8,Bank_304,Bahamas,3 or more
UAE,4752755.0,Cash Withdrawal,2023-06-21 11:00:00,Person_8439,Oil & Gas,India,False,Illegal,7,6,Bank_368,Switzerland,3 or more
